Week 1 | Player Corp (ID: 1) | Development Start | Started New Product 1
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 9 units (Order ID: 1731)
Week 9 | Auto Dealer C (ID: 9) | B2B Delivery | Received 9 units (Order ID: 1732)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 9 units (Order ID: 1732)
Week 9 | Auto Dealer C (ID: 9) | B2B Delivery | Received 9 units (Order ID: 1733)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 9 units (Order ID: 1733)
Week 9 | Auto Dealer C (ID: 9) | B2B Delivery | Received 5 units (Order ID: 1734)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 1734)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 10 units (Order ID: 1737)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 10 units (Order ID: 1737)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 13 units (Order ID: 1738)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 13 units (Order ID: 1738)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 13 units (Order ID: 1739)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 13 units (Order ID: 1739)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 13 units (Order ID: 1740)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 13 units (Order ID: 1740)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 9 units (Order ID: 1741)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 9 units (Order ID: 1741)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 12 units (Order ID: 1742)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 12 units (Order ID: 1742)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 13 units (Order ID: 1743)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 13 units (Order ID: 1743)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 12 units (Order ID: 1744)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 12 units (Order ID: 1744)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 12 units (Order ID: 1745)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 12 units (Order ID: 1745)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 13 units (Order ID: 1746)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 13 units (Order ID: 1746)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 12 units (Order ID: 1747)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 12 units (Order ID: 1747)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 12 units (Order ID: 1748)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 12 units (Order ID: 1748)
Week 9 | Auto Dealer D (ID: 10) | B2B Delivery | Received 12 units (Order ID: 1749)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 12 units (Order ID: 1749)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 10 units (Order ID: 1752)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 10 units (Order ID: 1752)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 18 units (Order ID: 1753)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 18 units (Order ID: 1753)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 18 units (Order ID: 1754)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 18 units (Order ID: 1754)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 18 units (Order ID: 1755)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 18 units (Order ID: 1755)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 17 units (Order ID: 1756)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 17 units (Order ID: 1756)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 13 units (Order ID: 1757)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 13 units (Order ID: 1757)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 17 units (Order ID: 1758)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 17 units (Order ID: 1758)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 17 units (Order ID: 1759)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 17 units (Order ID: 1759)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 17 units (Order ID: 1760)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 17 units (Order ID: 1760)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 16 units (Order ID: 1761)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 16 units (Order ID: 1761)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 17 units (Order ID: 1762)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 17 units (Order ID: 1762)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 16 units (Order ID: 1763)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 16 units (Order ID: 1763)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 11 units (Order ID: 1764)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 1764)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 16 units (Order ID: 1765)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 16 units (Order ID: 1765)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 16 units (Order ID: 1766)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 16 units (Order ID: 1766)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 16 units (Order ID: 1767)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 16 units (Order ID: 1767)
Week 9 | Auto Dealer E (ID: 11) | B2B Delivery | Received 5 units (Order ID: 1768)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 1768)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 10 units (Order ID: 1771)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 10 units (Order ID: 1771)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 9 units (Order ID: 1772)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 9 units (Order ID: 1772)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 14 units (Order ID: 1773)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 14 units (Order ID: 1773)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 13 units (Order ID: 1774)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 13 units (Order ID: 1774)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 13 units (Order ID: 1775)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 13 units (Order ID: 1775)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 13 units (Order ID: 1776)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 13 units (Order ID: 1776)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1778)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 12 units (Order ID: 1778)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 13 units (Order ID: 1779)
Week 9 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 13 units (Order ID: 1779)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1780)
Week 9 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 12 units (Order ID: 1780)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 13 units (Order ID: 1781)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 13 units (Order ID: 1781)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1782)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 12 units (Order ID: 1782)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1783)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 12 units (Order ID: 1783)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1784)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 12 units (Order ID: 1784)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1786)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 12 units (Order ID: 1786)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1787)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 12 units (Order ID: 1787)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 12 units (Order ID: 1789)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 12 units (Order ID: 1789)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 11 units (Order ID: 1790)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 1790)
Week 9 | Auto Dealer F (ID: 12) | B2B Delivery | Received 4 units (Order ID: 1791)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 4 units (Order ID: 1791)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 17 units (Order ID: 1793)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 17 units (Order ID: 1793)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 17 units (Order ID: 1797)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 17 units (Order ID: 1797)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 9 units (Order ID: 1799)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 9 units (Order ID: 1799)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 16 units (Order ID: 1801)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 16 units (Order ID: 1801)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 9 units (Order ID: 1802)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 9 units (Order ID: 1802)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 15 units (Order ID: 1803)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 15 units (Order ID: 1803)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 15 units (Order ID: 1805)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 15 units (Order ID: 1805)
Week 9 | Auto Dealer G (ID: 13) | B2B Delivery | Received 10 units (Order ID: 1809)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 10 units (Order ID: 1809)
Week 9 | Auto Dealer H (ID: 14) | B2B Delivery | Received 9 units (Order ID: 1827)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 9 units (Order ID: 1827)
Week 9 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 1829)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 1829)
Week 9 | Auto Dealer I (ID: 15) | B2B Delivery | Received 21 units (Order ID: 1837)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 21 units (Order ID: 1837)
Week 9 | Auto Dealer I (ID: 15) | B2B Delivery | Received 11 units (Order ID: 1841)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 1841)
Week 9 | Auto Dealer I (ID: 15) | B2B Delivery | Received 15 units (Order ID: 1844)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 15 units (Order ID: 1844)
Week 9 | Auto Dealer I (ID: 15) | B2B Delivery | Received 20 units (Order ID: 1845)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 20 units (Order ID: 1845)
Week 9 | Auto Dealer I (ID: 15) | B2B Delivery | Received 8 units (Order ID: 1847)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 1847)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 17 units (Order ID: 1851)
Week 9 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 17 units (Order ID: 1851)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 9 units (Order ID: 1855)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 9 units (Order ID: 1855)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 15 units (Order ID: 1858)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 15 units (Order ID: 1858)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 9 units (Order ID: 1861)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 9 units (Order ID: 1861)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 11 units (Order ID: 1865)
Week 9 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 1865)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 15 units (Order ID: 1866)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 15 units (Order ID: 1866)
Week 9 | Auto Dealer J (ID: 16) | B2B Delivery | Received 7 units (Order ID: 1868)
Week 9 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 1868)
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 1 units of Start Model
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 20 units of Start Model
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 14 units of Start Model
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 29 units of Start Model
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 14 units of Start Model
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 24 units of Start Model
Week 9 | Auto Dealer B (ID: 8) | Retail Sales | Sold 1 units of Start Model
Week 9 | Auto Dealer B (ID: 8) | Retail Sales | Sold 20 units of Start Model
Week 9 | Auto Dealer B (ID: 8) | Retail Sales | Sold 24 units of Start Model
Week 9 | Auto Dealer B (ID: 8) | Retail Sales | Sold 13 units of Start Model
Week 9 | Auto Dealer B (ID: 8) | Retail Sales | Sold 6 units of Start Model
Week 9 | Auto Dealer B (ID: 8) | Retail Sales | Sold 20 units of Start Model
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 1 units of Start Model
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 25 units of Start Model
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 20 units of Start Model
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 21 units of Start Model
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 9 units of Start Model
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 17 units of Start Model
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 1 units of Start Model
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 25 units of Start Model
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 23 units of Start Model
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 20 units of Start Model
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 17 units of Start Model
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 22 units of Start Model
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 1 units of Start Model
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 24 units of Start Model
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 23 units of Start Model
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 17 units of Start Model
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 11 units of Start Model
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 23 units of Start Model
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 19 units of Start Model
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 15 units of Start Model
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 12 units of Start Model
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 11 units of Start Model
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 19 units of Start Model
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 2 units of Start Model
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 19 units of Start Model
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 25 units of Start Model
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 18 units of Start Model
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 27 units of Start Model
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 2 units of Start Model
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 19 units of Start Model
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 18 units of Start Model
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 14 units of Start Model
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 19 units of Start Model
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 16 units of Start Model
Week 9 | Auto Dealer I (ID: 15) | Retail Sales | Sold 2 units of Start Model
Week 9 | Auto Dealer I (ID: 15) | Retail Sales | Sold 17 units of Start Model
Week 9 | Auto Dealer I (ID: 15) | Retail Sales | Sold 11 units of Start Model
Week 9 | Auto Dealer I (ID: 15) | Retail Sales | Sold 16 units of Start Model
Week 9 | Auto Dealer I (ID: 15) | Retail Sales | Sold 21 units of Start Model
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 1 units of Start Model
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 7 units of Start Model
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 10 units of Start Model
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 11 units of Start Model
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 12 units of Start Model
Week 9 | Auto Dealer A (ID: 7) | Retail Sales | Sold 8 units of Model 308-C
Week 9 | Auto Dealer C (ID: 9) | Retail Sales | Sold 3 units of Model 931-V
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 4 units of Model 931-V
Week 9 | Auto Dealer D (ID: 10) | Retail Sales | Sold 1 units of Model 308-C
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 4 units of Model 931-V
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 4 units of Model 308-C
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 12 units of Model 931-V
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 3 units of Model 308-C
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 8 units of Model 931-V
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 11 units of Model 931-V
Week 9 | Auto Dealer H (ID: 14) | Retail Sales | Sold 8 units of Model 308-C
Week 9 | Auto Dealer E (ID: 11) | Retail Sales | Sold 16 units of Model 542-K
Week 9 | Auto Dealer F (ID: 12) | Retail Sales | Sold 12 units of Model 542-K
Week 9 | Auto Dealer G (ID: 13) | Retail Sales | Sold 16 units of Model 542-K
Week 9 | Auto Dealer I (ID: 15) | Retail Sales | Sold 21 units of Model 883-Z
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 17 units of Model 883-Z
Week 9 | Auto Dealer J (ID: 16) | Retail Sales | Sold 15 units of Model 542-K
Week 10 | Rival Motors A (ID: 2) | HR Hiring Offer | Offered 4160000 yen to NPC_3144 (ID: 24117)
Week 10 | Rival Motors A (ID: 2) | HR Hiring Offer | Offered 3840000 yen to NPC_8941 (ID: 24882)
Week 10 | Rival Motors A (ID: 2) | HR Hiring Offer | Offered 3200000 yen to NPC_9223 (ID: 24814)
Week 10 | Rival Motors A (ID: 2) | Production | Produced 171 units of Start Model
Week 10 | Rival Motors A (ID: 2) | Production | Produced 42 units of Model 542-K
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1884 (9 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1887 (3 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1903 (5 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1904 (5 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1910 (5 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1911 (5 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1912 (4 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1920 (3 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1947 (7 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1948 (8 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1949 (8 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1963 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1964 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1967 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1986 (7 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1991 (7 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1993 (6 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1995 (7 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2006 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2007 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2022 (9 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2023 (8 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2025 (3 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2029 (6 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2042 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2043 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2044 (11 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2045 (3 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2057 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2058 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2072 (3 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2077 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2078 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2079 (9 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2080 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2081 (10 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2087 (9 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2088 (9 units)
Week 10 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 2091 (7 units)
Week 10 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 2093 (Insufficient Stock)
Week 10 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 2094 (Insufficient Stock)
Week 10 | Rival Motors A (ID: 2) | Advertising | Product Ad for Model 542-K (Budget: 109000000)
Week 10 | Rival Motors B (ID: 3) | HR Hiring Offer | Offered 5360000 yen to NPC_3811 (ID: 24497)
Week 10 | Rival Motors B (ID: 3) | HR Hiring Offer | Offered 3120000 yen to NPC_8933 (ID: 24618)
Week 10 | Rival Motors B (ID: 3) | HR Hiring Offer | Offered 3600000 yen to NPC_7345 (ID: 24766)
Week 10 | Rival Motors B (ID: 3) | Production | Produced 162 units of Start Model
Week 10 | Rival Motors B (ID: 3) | Production | Produced 68 units of Model 308-C
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1875 (11 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1876 (3 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1877 (4 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1878 (1 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1881 (9 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1882 (9 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1885 (8 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1890 (5 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1898 (6 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1899 (4 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1900 (1 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1901 (3 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1902 (5 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1905 (5 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1906 (5 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1908 (5 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1909 (4 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1914 (4 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1919 (5 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1922 (4 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1926 (1 units)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1927 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1929 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1931 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1934 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1935 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1940 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1942 (Insufficient Stock)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1944 (8 units)
Week 10 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1945 (1 units)
